盛行風向 (度) - 南丫島
Prevailing Wind Direction (°) - Lamma Island
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2015,1,17,090,C
2015,1,18,090,C
2015,1,19,090,C
2015,1,20,090,C
2015,1,21,100,C
2015,1,22,100,C
2015,1,23,100,C
2015,1,24,090,C
2015,1,25,100,C
2015,1,26,110,C
2015,1,27,090,C
2015,1,28,090,C
2015,1,29,100,C
2015,1,30,090,C
2015,1,31,080,C
2015,2,1,080,C
2015,2,2,090,C
2015,2,3,110,C
2015,2,4,100,C
2015,2,5,330,C
2015,2,6,100,C
2015,2,7,090,C
2015,2,8,330,C
2015,2,9,090,C
2015,2,10,100,C
2015,2,11,100,C
2015,2,12,330,C
2015,2,13,090,C
2015,2,14,090,C
2015,2,15,090,C
2015,2,16,230,C
2015,2,17,100,C
2015,2,18,090,C
2015,2,19,090,C
2015,2,20,090,C
2015,2,21,090,C
2015,2,22,100,C
2015,2,23,100,C
2015,2,24,100,C
2015,2,25,100,C
2015,2,26,110,C
2015,2,27,100,C
2015,2,28,090,C
2015,3,1,320,C
2015,3,2,090,C
2015,3,3,090,C
2015,3,4,090,C
2015,3,5,090,C
2015,3,6,090,C
2015,3,7,100,C
2015,3,8,090,C
2015,3,9,090,C
2015,3,10,090,C
2015,3,11,090,C
2015,3,12,090,C
2015,3,13,090,C
2015,3,14,090,C
2015,3,15,100,C
2015,3,16,110,C
2015,3,17,090,C
2015,3,18,110,C
2015,3,19,110,C
2015,3,20,100,#
2015,3,21,120,C
2015,3,22,090,C
2015,3,23,100,C
2015,3,24,100,C
2015,3,25,090,C
2015,3,26,100,C
2015,3,27,330,C
2015,3,28,100,C
2015,3,29,100,C
2015,3,30,100,C
2015,3,31,100,C
2015,4,1,110,C
2015,4,2,120,C
2015,4,3,110,C
2015,4,4,110,C
2015,4,5,100,C
2015,4,6,220,C
2015,4,7,100,C
2015,4,8,350,C
2015,4,9,080,C
2015,4,10,330,C
2015,4,11,360,C
2015,4,12,330,C
2015,4,13,100,C
2015,4,14,220,C
2015,4,15,100,C
2015,4,16,220,C
2015,4,17,110,C
2015,4,18,130,C
2015,4,19,120,C
2015,4,20,200,C
2015,4,21,320,C
2015,4,22,090,C
2015,4,23,090,C
2015,4,24,110,C
2015,4,25,100,C
2015,4,26,100,C
2015,4,27,100,C
2015,4,28,210,C
2015,4,29,220,C
2015,4,30,220,C
2015,5,1,110,C
2015,5,2,120,C
2015,5,3,210,C
2015,5,4,220,C
2015,5,5,130,C
2015,5,6,110,C
2015,5,7,110,C
2015,5,8,120,C
2015,5,9,220,C
2015,5,10,100,C
2015,5,11,090,C
2015,5,12,320,C
2015,5,13,100,C
2015,5,14,100,C
2015,5,15,110,C
2015,5,16,210,C
2015,5,17,100,C
2015,5,18,220,C
2015,5,19,210,C
2015,5,20,210,C
2015,5,21,090,C
2015,5,22,090,C
2015,5,23,090,C
2015,5,24,100,C
2015,5,25,110,C
2015,5,26,100,C
2015,5,27,220,C
2015,5,28,220,C
2015,5,29,220,C
2015,5,30,210,C
2015,5,31,220,C
2015,6,1,120,C
2015,6,2,110,C
2015,6,3,220,C
2015,6,4,220,C
2015,6,5,230,C
2015,6,6,230,C
2015,6,7,120,C
2015,6,8,220,C
2015,6,9,220,C
2015,6,10,220,C
2015,6,11,220,C
2015,6,12,230,C
2015,6,13,220,C
2015,6,14,120,C
2015,6,15,100,C
2015,6,16,230,C
2015,6,17,230,C
2015,6,18,230,C
2015,6,19,220,C
2015,6,20,100,C
2015,6,21,100,C
2015,6,22,100,C
2015,6,23,100,C
2015,6,24,100,C
2015,6,25,110,C
2015,6,26,220,C
2015,6,27,210,C
2015,6,28,220,C
2015,6,29,220,C
2015,6,30,210,C
2015,7,1,220,C
2015,7,2,220,C
2015,7,3,220,C
2015,7,4,110,C
2015,7,5,100,C
2015,7,6,310,C
2015,7,7,330,C
2015,7,8,330,C
2015,7,9,310,C
2015,7,10,100,C
2015,7,11,330,C
2015,7,12,220,C
2015,7,13,220,C
2015,7,14,110,C
2015,7,15,120,C
2015,7,16,220,C
2015,7,17,220,C
2015,7,18,090,C
2015,7,19,090,C
2015,7,20,090,C
2015,7,21,240,C
2015,7,22,210,#
2015,7,23,210,C
2015,7,24,210,C
2015,7,25,220,C
2015,7,26,210,C
2015,7,27,120,C
2015,7,28,110,C
2015,7,29,110,C
2015,7,30,110,C
2015,7,31,100,C
2015,8,1,100,C
2015,8,2,100,C
2015,8,3,120,C
2015,8,4,220,C
2015,8,5,230,C
2015,8,6,090,C
2015,8,7,230,C
2015,8,8,300,C
2015,8,9,220,C
2015,8,10,210,C
2015,8,11,220,C
2015,8,12,220,C
2015,8,13,220,C
2015,8,14,100,C
2015,8,15,100,C
2015,8,16,210,C
2015,8,17,220,C
2015,8,18,220,C
2015,8,19,220,C
2015,8,20,280,C
2015,8,21,320,C
2015,8,22,320,C
2015,8,23,100,C
2015,8,24,090,C
2015,8,25,100,C
2015,8,26,090,C
2015,8,27,120,C
2015,8,28,130,C
2015,8,29,090,C
2015,8,30,120,C
2015,8,31,100,C
2015,9,1,100,C
2015,9,2,090,C
2015,9,3,090,C
2015,9,4,090,C
2015,9,5,220,C
2015,9,6,230,C
2015,9,7,230,C
2015,9,8,090,C
2015,9,9,090,C
2015,9,10,090,C
2015,9,11,090,C
2015,9,12,090,C
2015,9,13,080,C
2015,9,14,090,C
2015,9,15,090,C
2015,9,16,090,C
2015,9,17,090,C
2015,9,18,090,C
2015,9,19,100,C
2015,9,20,220,C
2015,9,21,130,C
2015,9,22,090,C
2015,9,23,110,C
2015,9,24,230,C
2015,9,25,230,C
2015,9,26,090,C
2015,9,27,090,C
2015,9,28,330,C
2015,9,29,310,C
2015,9,30,100,C
2015,10,1,090,C
2015,10,2,330,C
2015,10,3,070,C
2015,10,4,100,C
2015,10,5,100,C
2015,10,6,100,C
2015,10,7,100,C
2015,10,8,310,C
2015,10,9,330,C
2015,10,10,340,C
2015,10,11,340,C
2015,10,12,050,C
2015,10,13,090,C
2015,10,14,090,C
2015,10,15,090,C
2015,10,16,100,C
2015,10,17,100,C
2015,10,18,100,C
2015,10,19,330,C
2015,10,20,320,C
2015,10,21,330,C
2015,10,22,100,C
2015,10,23,090,C
2015,10,24,090,C
2015,10,25,090,C
2015,10,26,090,C
2015,10,27,100,C
2015,10,28,110,C
2015,10,29,100,C
2015,10,30,090,C
2015,10,31,090,C
2015,11,1,330,C
2015,11,2,330,C
2015,11,3,090,C
2015,11,4,090,C
2015,11,5,090,C
2015,11,6,090,C
2015,11,7,090,C
2015,11,8,100,C
2015,11,9,100,C
2015,11,10,090,C
2015,11,11,090,C
2015,11,12,090,C
2015,11,13,090,#
2015,11,14,330,C
2015,11,15,090,C
2015,11,16,100,C
2015,11,17,090,C
2015,11,18,100,C
2015,11,19,100,C
2015,11,20,090,C
2015,11,21,090,C
2015,11,22,090,C
2015,11,23,090,C
2015,11,24,090,C
2015,11,25,330,C
2015,11,26,340,C
2015,11,27,080,C
2015,11,28,090,C
2015,11,29,310,C
2015,11,30,320,C
2015,12,1,090,C
2015,12,2,090,C
2015,12,3,330,C
2015,12,4,060,C
2015,12,5,090,C
2015,12,6,330,C
2015,12,7,330,C
2015,12,8,350,C
2015,12,9,330,C
2015,12,10,330,C
2015,12,11,330,C
2015,12,12,090,C
2015,12,13,090,C
2015,12,14,320,C
2015,12,15,320,C
2015,12,16,340,C
2015,12,17,340,C
2015,12,18,350,C
2015,12,19,360,C
2015,12,20,100,C
2015,12,21,090,C
2015,12,22,090,C
2015,12,23,110,C
2015,12,24,110,C
2015,12,25,330,C
2015,12,26,330,C
2015,12,27,330,C
2015,12,28,350,C
2015,12,29,090,C
2015,12,30,360,C
2015,12,31,330,C
2016,1,1,100,C
2016,1,2,100,C
2016,1,3,310,C
2016,1,4,100,C
2016,1,5,100,C
2016,1,6,330,C
2016,1,7,090,C
2016,1,8,100,C
2016,1,9,090,C
2016,1,10,090,C
2016,1,11,330,C
2016,1,12,340,C
2016,1,13,090,C
2016,1,14,090,C
2016,1,15,090,C
2016,1,16,090,C
2016,1,17,320,C
2016,1,18,340,C
2016,1,19,080,C
2016,1,20,090,C
2016,1,21,100,C
2016,1,22,330,C
2016,1,23,340,C
2016,1,24,340,C
2016,1,25,010,C
2016,1,26,330,C
2016,1,27,330,C
2016,1,28,090,C
2016,1,29,090,C
2016,1,30,100,C
2016,1,31,090,C
2016,2,1,330,C
2016,2,2,330,C
2016,2,3,330,C
2016,2,4,330,C
2016,2,5,320,C
2016,2,6,010,C
2016,2,7,010,C
2016,2,8,090,C
2016,2,9,100,C
2016,2,10,090,C
2016,2,11,110,C
2016,2,12,110,C
2016,2,13,100,C
2016,2,14,330,C
2016,2,15,340,C
2016,2,16,330,C
2016,2,17,330,C
2016,2,18,110,C
2016,2,19,320,C
2016,2,20,080,C
2016,2,21,090,C
2016,2,22,090,C
2016,2,23,340,C
2016,2,24,340,C
2016,2,25,350,C
2016,2,26,320,C
2016,2,27,320,C
2016,2,28,100,C
2016,2,29,100,C
2016,3,1,090,C
2016,3,2,090,C
2016,3,3,100,C
2016,3,4,100,C
2016,3,5,100,C
2016,3,6,100,C
2016,3,7,090,C
2016,3,8,100,C
2016,3,9,090,C
2016,3,10,340,C
2016,3,11,330,C
2016,3,12,090,C
2016,3,13,090,C
2016,3,14,330,C
2016,3,15,090,C
2016,3,16,100,C
2016,3,17,090,C
2016,3,18,120,C
2016,3,19,110,C
2016,3,20,090,C
2016,3,21,090,C
2016,3,22,090,C
2016,3,23,090,C
2016,3,24,090,C
2016,3,25,330,C
2016,3,26,100,C
2016,3,27,100,C
2016,3,28,090,C
2016,3,29,100,C
2016,3,30,090,C
2016,3,31,230,C
2016,4,1,100,C
2016,4,2,100,C
2016,4,3,100,C
2016,4,4,110,C
2016,4,5,090,C
2016,4,6,100,C
2016,4,7,100,C
2016,4,8,110,C
2016,4,9,110,C
2016,4,10,110,C
2016,4,11,090,C
2016,4,12,090,C
2016,4,13,130,C
2016,4,14,100,C
2016,4,15,090,C
2016,4,16,100,C
2016,4,17,110,C
2016,4,18,320,C
2016,4,19,090,C
2016,4,20,090,C
2016,4,21,230,C
2016,4,22,110,C
2016,4,23,120,C
2016,4,24,100,C
2016,4,25,120,C
2016,4,26,140,C
2016,4,27,210,C
2016,4,28,090,C
2016,4,29,090,C
2016,4,30,090,C
2016,5,1,100,C
2016,5,2,110,C
2016,5,3,220,C
2016,5,4,100,C
2016,5,5,110,C
2016,5,6,110,C
2016,5,7,110,C
2016,5,8,110,C
2016,5,9,110,C
2016,5,10,330,C
2016,5,11,100,C
2016,5,12,100,C
2016,5,13,090,C
2016,5,14,090,C
2016,5,15,100,C
2016,5,16,320,C
2016,5,17,090,C
2016,5,18,090,C
2016,5,19,090,C
2016,5,20,090,C
2016,5,21,220,C
2016,5,22,330,C
2016,5,23,330,C
2016,5,24,120,C
2016,5,25,100,C
2016,5,26,090,C
2016,5,27,110,C
2016,5,28,120,C
2016,5,29,220,C
2016,5,30,220,C
2016,5,31,210,C
2016,6,1,220,C
2016,6,2,220,C
2016,6,3,210,C
2016,6,4,220,C
2016,6,5,110,C
2016,6,6,100,C
2016,6,7,090,C
2016,6,8,100,C
2016,6,9,090,C
2016,6,10,090,C
2016,6,11,220,C
2016,6,12,210,C
2016,6,13,210,C
2016,6,14,210,C
2016,6,15,210,C
2016,6,16,220,C
2016,6,17,220,C
2016,6,18,110,C
2016,6,19,100,C
2016,6,20,090,C
2016,6,21,100,C
2016,6,22,240,C
2016,6,23,090,C
2016,6,24,090,C
2016,6,25,100,C
2016,6,26,090,C
2016,6,27,100,C
2016,6,28,090,C
2016,6,29,110,C
2016,6,30,120,C
2016,7,1,110,#
2016,7,2,220,C
2016,7,3,120,C
2016,7,4,120,#
2016,7,5,110,C
2016,7,6,090,C
2016,7,7,080,C
2016,7,8,300,C
2016,7,9,230,C
2016,7,10,250,C
2016,7,11,210,C
2016,7,12,230,C
2016,7,13,100,C
2016,7,14,210,C
2016,7,15,220,C
2016,7,16,220,C
2016,7,17,220,C
2016,7,18,220,C
2016,7,19,220,C
2016,7,20,220,C
2016,7,21,220,C
2016,7,22,230,C
2016,7,23,230,C
2016,7,24,220,C
2016,7,25,090,C
2016,7,26,100,C
2016,7,27,090,C
2016,7,28,230,C
2016,7,29,230,C
2016,7,30,330,C
2016,7,31,090,C
2016,8,1,320,C
2016,8,2,100,C
2016,8,3,090,C
2016,8,4,090,C
2016,8,5,090,C
2016,8,6,220,C
2016,8,7,210,C
2016,8,8,220,C
2016,8,9,220,C
2016,8,10,090,C
2016,8,11,090,C
2016,8,12,090,C
2016,8,13,090,C
2016,8,14,080,C
2016,8,15,080,C
2016,8,16,090,C
2016,8,17,100,C
2016,8,18,110,#
2016,8,19,090,C
2016,8,20,220,C
2016,8,21,220,C
2016,8,22,100,C
2016,8,23,090,C
2016,8,24,100,C
2016,8,25,090,C
2016,8,26,090,C
2016,8,27,130,C
2016,8,28,330,C
2016,8,29,070,C
2016,8,30,090,C
2016,8,31,090,C
2016,9,1,210,C
2016,9,2,220,C
2016,9,3,080,C
2016,9,4,090,C
2016,9,5,090,C
2016,9,6,090,C
2016,9,7,210,C
2016,9,8,210,C
2016,9,9,100,C
2016,9,10,100,C
2016,9,11,090,C
2016,9,12,110,C
2016,9,13,090,C
2016,9,14,320,C
2016,9,15,310,C
2016,9,16,320,C
2016,9,17,350,C
2016,9,18,320,C
2016,9,19,330,C
2016,9,20,340,C
2016,9,21,090,C
2016,9,22,090,C
2016,9,23,090,C
2016,9,24,090,C
2016,9,25,090,C
2016,9,26,230,C
2016,9,27,310,C
2016,9,28,310,C
2016,9,29,320,C
2016,9,30,330,C
2016,10,1,090,C
2016,10,2,320,C
2016,10,3,080,C
2016,10,4,090,C
2016,10,5,090,C
2016,10,6,080,C
2016,10,7,330,C
2016,10,8,330,C
2016,10,9,330,C
2016,10,10,330,C
2016,10,11,340,C
2016,10,12,060,C
2016,10,13,090,C
2016,10,14,090,C
2016,10,15,080,C
2016,10,16,350,C
2016,10,17,070,C
2016,10,18,100,C
2016,10,19,100,C
2016,10,20,310,C
2016,10,21,320,C
2016,10,22,220,C
2016,10,23,100,C
2016,10,24,100,C
2016,10,25,090,C
2016,10,26,100,C
2016,10,27,090,C
2016,10,28,100,C
2016,10,29,090,C
2016,10,30,070,C
2016,10,31,070,C
2016,11,1,360,C
2016,11,2,360,C
2016,11,3,340,C
2016,11,4,330,C
2016,11,5,100,C
2016,11,6,090,C
2016,11,7,090,C
2016,11,8,330,C
2016,11,9,060,C
2016,11,10,320,C
2016,11,11,330,C
2016,11,12,090,C
2016,11,13,100,C
2016,11,14,100,C
2016,11,15,100,C
2016,11,16,090,C
2016,11,17,090,C
2016,11,18,090,C
2016,11,19,090,C
2016,11,20,090,C
2016,11,21,090,C
2016,11,22,090,C
2016,11,23,050,C
2016,11,24,070,C
2016,11,25,070,C
2016,11,26,330,C
2016,11,27,320,C
2016,11,28,340,C
2016,11,29,340,C
2016,11,30,330,C
2016,12,1,330,C
2016,12,2,090,C
2016,12,3,080,C
2016,12,4,100,C
2016,12,5,090,C
2016,12,6,360,C
2016,12,7,360,C
2016,12,8,100,C
2016,12,9,090,C
2016,12,10,090,C
2016,12,11,090,C
2016,12,12,100,C
2016,12,13,230,C
2016,12,14,340,C
2016,12,15,340,C
2016,12,16,340,C
2016,12,17,080,C
2016,12,18,090,C
2016,12,19,100,C
2016,12,20,100,C
2016,12,21,090,C
2016,12,22,330,C
2016,12,23,090,C
2016,12,24,080,C
2016,12,25,090,C
2016,12,26,090,C
2016,12,27,340,C
2016,12,28,340,C
2016,12,29,360,C
2016,12,30,340,C
2016,12,31,090,C
2017,1,1,080,C
2017,1,2,100,C
2017,1,3,090,C
2017,1,4,100,C
2017,1,5,100,C
2017,1,6,100,C
2017,1,7,090,C
2017,1,8,100,C
2017,1,9,090,C
2017,1,10,090,C
2017,1,11,090,C
2017,1,12,330,C
2017,1,13,330,C
2017,1,14,340,C
2017,1,15,070,C
2017,1,16,080,C
2017,1,17,080,C
2017,1,18,090,C
2017,1,19,240,C
2017,1,20,320,C
2017,1,21,100,C
2017,1,22,110,C
2017,1,23,090,C
2017,1,24,090,C
2017,1,25,090,C
2017,1,26,090,C
2017,1,27,090,C
2017,1,28,100,C
2017,1,29,090,#
2017,1,30,080,C
2017,1,31,090,C
2017,2,1,100,C
2017,2,2,090,C
2017,2,3,090,C
2017,2,4,100,C
2017,2,5,320,C
2017,2,6,090,C
2017,2,7,090,C
2017,2,8,090,C
2017,2,9,330,C
2017,2,10,340,C
2017,2,11,330,C
2017,2,12,090,C
2017,2,13,070,C
2017,2,14,080,C
2017,2,15,090,C
2017,2,16,100,C
2017,2,17,100,C
2017,2,18,100,C
2017,2,19,090,C
2017,2,20,100,C
2017,2,21,090,C
2017,2,22,110,C
2017,2,23,330,C
2017,2,24,330,C
2017,2,25,330,C
2017,2,26,320,C
2017,2,27,090,C
2017,2,28,090,C
2017,3,1,310,C
2017,3,2,010,C
2017,3,3,090,C
2017,3,4,090,C
2017,3,5,100,C
2017,3,6,100,C
2017,3,7,090,C
2017,3,8,340,C
2017,3,9,090,C
2017,3,10,100,C
2017,3,11,090,C
2017,3,12,100,C
2017,3,13,100,C
2017,3,14,090,C
2017,3,15,090,C
2017,3,16,090,C
2017,3,17,090,C
2017,3,18,090,C
2017,3,19,100,C
2017,3,20,100,C
2017,3,21,110,C
2017,3,22,090,C
2017,3,23,090,C
2017,3,24,090,C
2017,3,25,330,C
2017,3,26,330,C
2017,3,27,090,C
2017,3,28,090,C
2017,3,29,090,C
2017,3,30,090,C
2017,3,31,350,C
2017,4,1,340,C
2017,4,2,090,C
2017,4,3,100,C
2017,4,4,100,C
2017,4,5,100,C
2017,4,6,100,C
2017,4,7,130,C
2017,4,8,120,C
2017,4,9,110,C
2017,4,10,120,C
2017,4,11,130,C
2017,4,12,330,C
2017,4,13,330,C
2017,4,14,100,C
2017,4,15,100,C
2017,4,16,110,C
2017,4,17,210,C
2017,4,18,220,C
2017,4,19,230,C
2017,4,20,110,C
2017,4,21,130,C
2017,4,22,330,C
2017,4,23,090,C
2017,4,24,090,C
2017,4,25,090,C
2017,4,26,090,C
2017,4,27,330,C
2017,4,28,110,C
2017,4,29,100,C
2017,4,30,110,C
2017,5,1,100,C
2017,5,2,100,C
2017,5,3,100,C
2017,5,4,120,C
2017,5,5,220,C
2017,5,6,100,C
2017,5,7,100,C
2017,5,8,100,C
2017,5,9,330,C
2017,5,10,100,C
2017,5,11,100,C
2017,5,12,320,C
2017,5,13,330,C
2017,5,14,100,#
2017,5,15,100,C
2017,5,16,330,C
2017,5,17,090,C
2017,5,18,090,C
2017,5,19,080,C
2017,5,20,090,C
2017,5,21,090,C
2017,5,22,090,C
2017,5,23,100,C
2017,5,24,310,C
2017,5,25,320,C
2017,5,26,090,C
2017,5,27,100,C
2017,5,28,090,C
2017,5,29,090,C
2017,5,30,100,C
2017,5,31,210,C
2017,6,1,220,C
2017,6,2,220,C
2017,6,3,220,C
2017,6,4,210,C
2017,6,5,120,C
2017,6,6,120,C
2017,6,7,120,C
2017,6,8,100,C
2017,6,9,110,C
2017,6,10,110,C
2017,6,11,100,C
2017,6,12,090,C
2017,6,13,100,C
2017,6,14,210,C
2017,6,15,210,C
2017,6,16,210,C
2017,6,17,330,C
2017,6,18,240,C
2017,6,19,100,C
2017,6,20,090,C
2017,6,21,210,C
2017,6,22,120,C
2017,6,23,110,C
2017,6,24,220,C
2017,6,25,210,C
2017,6,26,220,C
2017,6,27,220,C
2017,6,28,230,C
2017,6,29,230,C
2017,6,30,100,C
2017,7,1,220,C
2017,7,2,210,C
2017,7,3,130,C
2017,7,4,090,C
2017,7,5,090,C
2017,7,6,100,C
2017,7,7,100,C
2017,7,8,100,C
2017,7,9,120,C
2017,7,10,130,C
2017,7,11,110,C
2017,7,12,090,C
2017,7,13,100,C
2017,7,14,100,C
2017,7,15,100,C
2017,7,16,100,C
2017,7,17,100,C
2017,7,18,100,C
2017,7,19,090,C
2017,7,20,100,C
2017,7,21,090,C
2017,7,22,090,C
2017,7,23,100,C
2017,7,24,090,C
2017,7,25,100,C
2017,7,26,090,C
2017,7,27,090,C
2017,7,28,090,C
2017,7,29,230,C
2017,7,30,230,C
2017,7,31,230,C
2017,8,1,220,C
2017,8,2,220,C
2017,8,3,100,C
2017,8,4,090,C
2017,8,5,100,C
2017,8,6,230,C
2017,8,7,220,C
2017,8,8,220,C
2017,8,9,220,C
2017,8,10,210,C
2017,8,11,210,C
2017,8,12,220,C
2017,8,13,220,C
2017,8,14,220,C
2017,8,15,230,C
2017,8,16,220,C
2017,8,17,090,C
2017,8,18,120,C
2017,8,19,090,C
2017,8,20,230,C
2017,8,21,320,C
2017,8,22,320,C
2017,8,23,110,C
2017,8,24,100,C
2017,8,25,100,C
2017,8,26,080,C
2017,8,27,120,C
2017,8,28,110,C
2017,8,29,220,C
2017,8,30,090,C
2017,8,31,090,C
2017,9,1,330,#
2017,9,2,***,
2017,9,3,***,
2017,9,4,100,#
2017,9,5,110,C
2017,9,6,220,C
2017,9,7,100,C
2017,9,8,100,C
2017,9,9,090,C
2017,9,10,100,C
2017,9,11,230,C
2017,9,12,320,C
2017,9,13,090,C
2017,9,14,090,C
2017,9,15,090,C
2017,9,16,230,C
2017,9,17,100,C
2017,9,18,100,C
2017,9,19,090,C
2017,9,20,090,C
2017,9,21,100,C
2017,9,22,100,C
2017,9,23,090,C
2017,9,24,100,C
2017,9,25,110,C
2017,9,26,100,C
2017,9,27,100,C
2017,9,28,100,C
2017,9,29,100,C
2017,9,30,090,C
2017,10,1,100,C
2017,10,2,100,C
2017,10,3,100,C
2017,10,4,090,C
2017,10,5,090,C
2017,10,6,090,C
2017,10,7,090,C
2017,10,8,090,C
2017,10,9,090,C
2017,10,10,090,C
2017,10,11,090,C
2017,10,12,090,C
2017,10,13,330,C
2017,10,14,330,C
2017,10,15,330,C
2017,10,16,100,C
2017,10,17,080,C
2017,10,18,360,C
2017,10,19,330,C
2017,10,20,330,C
2017,10,21,330,C
2017,10,22,330,C
2017,10,23,330,C
2017,10,24,090,C
2017,10,25,090,C
2017,10,26,090,C
2017,10,27,100,C
2017,10,28,010,C
2017,10,29,360,C
2017,10,30,360,C
2017,10,31,070,C
2017,11,1,080,C
2017,11,2,090,C
2017,11,3,360,C
2017,11,4,080,C
2017,11,5,090,C
2017,11,6,070,C
2017,11,7,340,C
2017,11,8,340,C
2017,11,9,090,C
2017,11,10,090,C
2017,11,11,090,C
2017,11,12,090,C
2017,11,13,090,C
2017,11,14,090,C
2017,11,15,090,C
2017,11,16,090,C
2017,11,17,110,C
2017,11,18,330,C
2017,11,19,070,C
2017,11,20,330,C
2017,11,21,330,C
2017,11,22,320,C
2017,11,23,330,C
2017,11,24,330,C
2017,11,25,330,C
2017,11,26,320,C
2017,11,27,080,C
2017,11,28,090,C
2017,11,29,090,C
2017,11,30,090,C
2017,12,1,360,C
2017,12,2,330,C
2017,12,3,330,C
2017,12,4,340,C
2017,12,5,340,C
2017,12,6,090,C
2017,12,7,080,C
2017,12,8,330,C
2017,12,9,320,C
2017,12,10,330,C
2017,12,11,090,C
2017,12,12,090,C
2017,12,13,090,C
2017,12,14,090,C
2017,12,15,080,C
2017,12,16,330,C
2017,12,17,340,C
2017,12,18,330,C
2017,12,19,330,C
2017,12,20,330,C
2017,12,21,080,C
2017,12,22,090,C
2017,12,23,090,C
2017,12,24,330,C
2017,12,25,090,C
2017,12,26,090,C
2017,12,27,090,C
2017,12,28,090,C
2017,12,29,100,C
2017,12,30,080,C
2017,12,31,330,C
2018,1,1,100,C
2018,1,2,100,C
2018,1,3,100,C
2018,1,4,090,C
2018,1,5,100,C
2018,1,6,090,C
2018,1,7,090,C
2018,1,8,330,C
2018,1,9,330,C
2018,1,10,340,C
2018,1,11,360,C
2018,1,12,360,C
2018,1,13,080,C
2018,1,14,080,C
2018,1,15,090,C
2018,1,16,100,C
2018,1,17,330,C
2018,1,18,100,C
2018,1,19,100,C
2018,1,20,100,C
2018,1,21,090,C
2018,1,22,220,C
2018,1,23,090,C
2018,1,24,090,C
2018,1,25,090,C
2018,1,26,100,C
2018,1,27,080,C
2018,1,28,320,C
2018,1,29,330,C
2018,1,30,340,C
2018,1,31,330,C
2018,2,1,330,C
2018,2,2,330,C
2018,2,3,340,C
2018,2,4,340,C
2018,2,5,330,C
2018,2,6,090,C
2018,2,7,080,C
2018,2,8,090,C
2018,2,9,090,C
2018,2,10,230,C
2018,2,11,330,C
2018,2,12,070,C
2018,2,13,090,C
2018,2,14,090,C
2018,2,15,220,C
2018,2,16,220,C
2018,2,17,090,C
2018,2,18,090,C
2018,2,19,300,C
2018,2,20,100,C
2018,2,21,090,C
2018,2,22,090,C
2018,2,23,090,C
2018,2,24,090,C
2018,2,25,330,C
2018,2,26,100,C
2018,2,27,090,C
2018,2,28,100,C
2018,3,1,100,C
2018,3,2,100,C
2018,3,3,100,C
2018,3,4,110,C
2018,3,5,110,C
2018,3,6,090,C
2018,3,7,090,C
2018,3,8,330,C
2018,3,9,360,C
2018,3,10,090,C
2018,3,11,090,C
2018,3,12,100,C
2018,3,13,100,#
2018,3,14,100,C
2018,3,15,100,C
2018,3,16,100,C
2018,3,17,090,C
2018,3,18,100,C
2018,3,19,090,C
2018,3,20,320,C
2018,3,21,330,C
2018,3,22,100,C
2018,3,23,120,C
2018,3,24,100,C
2018,3,25,100,C
2018,3,26,090,C
2018,3,27,100,C
2018,3,28,100,C
2018,3,29,100,C
2018,3,30,090,C
2018,3,31,090,C
2018,4,1,100,C
2018,4,2,100,C
2018,4,3,110,C
2018,4,4,100,C
2018,4,5,120,C
2018,4,6,330,C
2018,4,7,010,C
2018,4,8,120,C
2018,4,9,100,C
2018,4,10,100,C
2018,4,11,100,C
2018,4,12,100,C
2018,4,13,110,C
2018,4,14,120,C
2018,4,15,330,C
2018,4,16,330,C
2018,4,17,330,C
2018,4,18,090,C
2018,4,19,100,C
2018,4,20,090,C
2018,4,21,100,C
2018,4,22,100,C
2018,4,23,220,C
2018,4,24,330,C
2018,4,25,090,C
2018,4,26,090,C
2018,4,27,110,C
2018,4,28,100,C
2018,4,29,100,C
2018,4,30,100,C
2018,5,1,110,C
2018,5,2,220,C
2018,5,3,100,C
2018,5,4,090,C
2018,5,5,090,C
2018,5,6,220,C
2018,5,7,210,C
2018,5,8,090,C
2018,5,9,100,C
2018,5,10,100,C
2018,5,11,090,C
2018,5,12,110,C
2018,5,13,220,C
2018,5,14,220,C
2018,5,15,130,C
2018,5,16,100,C
2018,5,17,220,C
2018,5,18,220,C
2018,5,19,220,C
2018,5,20,230,C
2018,5,21,220,C
2018,5,22,220,C
2018,5,23,220,C
2018,5,24,100,C
2018,5,25,220,C
2018,5,26,220,C
2018,5,27,230,C
2018,5,28,230,C
2018,5,29,230,C
2018,5,30,220,C
2018,5,31,230,C
2018,6,1,100,C
2018,6,2,100,C
2018,6,3,100,C
2018,6,4,090,#
2018,6,5,090,#
2018,6,6,100,#
2018,6,7,100,C
2018,6,8,110,C
2018,6,9,240,C
2018,6,10,310,C
2018,6,11,100,C
2018,6,12,090,C
2018,6,13,240,C
2018,6,14,330,C
2018,6,15,090,C
2018,6,16,090,C
2018,6,17,090,C
2018,6,18,220,C
2018,6,19,220,C
2018,6,20,210,C
2018,6,21,220,C
2018,6,22,210,C
2018,6,23,100,C
2018,6,24,110,C
2018,6,25,120,C
2018,6,26,120,C
2018,6,27,220,C
2018,6,28,230,C
2018,6,29,230,C
2018,6,30,220,C
2018,7,1,220,C
2018,7,2,220,C
2018,7,3,220,C
2018,7,4,220,C
2018,7,5,220,C
